Year,Month,Day,Hour,MOL
2018,12,22,21,973.2
2018,12,22,22,578.7
2018,12,22,23,278.5
2018,12,23,0,130.3
2018,12,23,1,226.5
2018,12,23,2,342.4
2018,12,23,3,342.7
2018,12,23,4,227.0
2018,12,23,5,413.5
2018,12,23,6,551.1
2018,12,23,7,336.2
2018,12,23,8,428.6
2018,12,23,9,692.3
2018,12,23,10,-3952.8
2018,12,23,11,-8888.0
2018,12,23,12,-8430.5
2018,12,23,13,-8888.0
2018,12,23,14,8888.0
2018,12,23,15,949.0
2018,12,23,16,822.8
2018,12,23,17,1011.5
2018,12,23,18,227.3
2018,12,23,19,342.4
2018,12,23,20,107.6
2018,12,23,21,226.5
2018,12,23,22,32.6
2018,12,23,23,130.3
2018,12,24,0,16.1
2018,12,24,1,16.1
2018,12,24,2,16.1
2018,12,24,3,16.1
2018,12,24,4,55.4
2018,12,24,5,55.3
2018,12,24,6,55.1
2018,12,24,7,16.1
2018,12,24,8,112.7
2018,12,24,9,111.0
2018,12,24,10,501.4
2018,12,24,11,-72.9
2018,12,24,12,-29.7
2018,12,24,13,-131.1
2018,12,24,14,94.6
2018,12,24,15,
2018,12,24,16,
2018,12,24,17,
2018,12,24,18,129.1
2018,12,24,19,20.7
2018,12,24,20,52.2
2018,12,24,21,
2018,12,24,22,
2018,12,24,23,
2018,12,25,0,5.7
2018,12,25,1,7.3
2018,12,25,2,53.8
2018,12,25,3,29.4
2018,12,25,4,7.3
2018,12,25,5,16.0
2018,12,25,6,54.5
2018,12,25,7,54.4
2018,12,25,8,16.2
2018,12,25,9,110.3
2018,12,25,10,488.4
2018,12,25,11,-143.1
2018,12,25,12,-4189.7
2018,12,25,13,2376.2
2018,12,25,14,475.5
2018,12,25,15,289.1
2018,12,25,16,280.2
2018,12,25,17,280.0
2018,12,25,18,131.1
2018,12,25,19,56.3
2018,12,25,20,417.2
2018,12,25,21,16.2
2018,12,25,22,56.3
2018,12,25,23,14.8
2018,12,26,0,14.8
2018,12,26,1,32.9
2018,12,26,2,130.6
2018,12,26,3,56.0
2018,12,26,4,7.4
2018,12,26,5,56.1
2018,12,26,6,193.0
2018,12,26,7,56.4
2018,12,26,8,285.5
2018,12,26,9,280.3
2018,12,26,10,702.9
2018,12,26,11,-3574.9
2018,12,26,12,-583.7
2018,12,26,13,4509.3
2018,12,26,14,718.2
2018,12,26,15,291.4
2018,12,26,16,419.0
2018,12,26,17,280.5
2018,12,26,18,279.6
2018,12,26,19,165.2
2018,12,26,20,32.8
2018,12,26,21,226.2
2018,12,26,22,16.1
2018,12,26,23,8.0
2018,12,27,0,8.0
2018,12,27,1,
2018,12,27,2,
2018,12,27,3,16.0
2018,12,27,4,8.0
2018,12,27,5,16.0
2018,12,27,6,8.0
2018,12,27,7,16.0
2018,12,27,8,14.0
2018,12,27,9,274.8
2018,12,27,10,-11.1
2018,12,27,11,-30.6
2018,12,27,12,-164.1
2018,12,27,13,296.3
2018,12,27,14,667.7
2018,12,27,15,
2018,12,27,16,
2018,12,27,17,
2018,12,27,18,11.6
2018,12,27,19,129.2
2018,12,27,20,276.6
2018,12,27,21,16.1
2018,12,27,22,55.2
2018,12,27,23,16.1
2018,12,28,0,16.1
2018,12,28,1,16.1
2018,12,28,2,55.2
2018,12,28,3,16.1
2018,12,28,4,55.3
2018,12,28,5,55.5
2018,12,28,6,55.7
2018,12,28,7,55.8
2018,12,28,8,16.3
2018,12,28,9,445.1
2018,12,28,10,2003.7
2018,12,28,11,-1954.2
2018,12,28,12,-448.8
2018,12,28,13,-2297.0
2018,12,28,14,2787.9
2018,12,28,15,144.3
2018,12,28,16,767.4
2018,12,28,17,580.9
2018,12,28,18,344.6
2018,12,28,19,767.1
2018,12,28,20,281.1
2018,12,28,21,281.3
2018,12,28,22,280.9
2018,12,28,23,56.7
2018,12,29,0,56.7
2018,12,29,1,418.5
2018,12,29,2,419.0
2018,12,29,3,581.4
2018,12,29,4,1213.5
2018,12,29,5,1212.6
2018,12,29,6,1212.6
2018,12,29,7,1527.9
2018,12,29,8,1847.5
2018,12,29,9,1933.4
2018,12,29,10,8888.0
2018,12,29,11,-8888.0
2018,12,29,12,-8888.0
2018,12,29,13,-8888.0
2018,12,29,14,4870.5
2018,12,29,15,889.3
2018,12,29,16,239.5
2018,12,29,17,416.9
2018,12,29,18,280.7
2018,12,29,19,187.3
2018,12,29,20,186.7
2018,12,29,21,17.9
2018,12,29,22,18.3
2018,12,29,23,226.5
2018,12,30,0,226.2
2018,12,30,1,55.9
2018,12,30,2,165.2
2018,12,30,3,56.2
2018,12,30,4,165.8
2018,12,30,5,418.3
2018,12,30,6,581.4
2018,12,30,7,767.7
2018,12,30,8,780.6
2018,12,30,9,923.4
2018,12,30,10,6341.1
2018,12,30,11,-8888.0
2018,12,30,12,-8888.0
2018,12,30,13,8888.0
2018,12,30,14,1377.4
2018,12,30,15,296.0
2018,12,30,16,282.3
2018,12,30,17,282.4
2018,12,30,18,282.6
2018,12,30,19,282.6
2018,12,30,20,421.3
2018,12,30,21,420.8
2018,12,30,22,167.2
2018,12,30,23,167.0
2018,12,31,0,281.9
2018,12,31,1,282.0
2018,12,31,2,420.0
2018,12,31,3,581.1
2018,12,31,4,581.6
2018,12,31,5,419.7
2018,12,31,6,281.1
2018,12,31,7,419.2
2018,12,31,8,286.4
2018,12,31,9,284.9
2018,12,31,10,1735.4
2018,12,31,11,-1611.9
2018,12,31,12,-1446.5
2018,12,31,13,8888.0
2018,12,31,14,1401.9
2018,12,31,15,440.6
2018,12,31,16,582.2
2018,12,31,17,581.4
2018,12,31,18,766.8
2018,12,31,19,766.5
2018,12,31,20,581.1
2018,12,31,21,580.9
2018,12,31,22,581.1
2018,12,31,23,419.0
2019,1,1,0,418.7
2019,1,1,1,1210.8
2019,1,1,2,580.9
2019,1,1,3,418.8
2019,1,1,4,294.4
2019,1,1,5,63.3
2019,1,1,6,411.3
2019,1,1,7,342.1
2019,1,1,8,136.1
2019,1,1,9,665.2
2019,1,1,10,-1627.2
2019,1,1,11,-2898.5
2019,1,1,12,-8888.0
2019,1,1,13,8888.0
2019,1,1,14,2415.0
2019,1,1,15,451.3
2019,1,1,16,169.4
2019,1,1,17,344.3
2019,1,1,18,165.9
2019,1,1,19,279.9
2019,1,1,20,1005.2
2019,1,1,21,760.2
2019,1,1,22,63.4
2019,1,1,23,63.0
2019,1,2,0,78.0
2019,1,2,1,162.9
2019,1,2,2,162.5
2019,1,2,3,54.5
2019,1,2,4,162.9
2019,1,2,5,163.0
2019,1,2,6,163.0
2019,1,2,7,54.9
2019,1,2,8,232.4
2019,1,2,9,111.2
2019,1,2,10,3337.7
2019,1,2,11,-8888.0
2019,1,2,12,-8888.0
2019,1,2,13,-935.8
2019,1,2,14,841.4
2019,1,2,15,147.3
2019,1,2,16,55.3
2019,1,2,17,55.2
2019,1,2,18,55.2
2019,1,2,19,55.1
2019,1,2,20,163.4
2019,1,2,21,54.9
2019,1,2,22,163.2
2019,1,2,23,54.9
2019,1,3,0,16.1
2019,1,3,1,16.1
2019,1,3,2,16.1
2019,1,3,3,16.0
2019,1,3,4,16.1
2019,1,3,5,163.2
2019,1,3,6,54.8
2019,1,3,7,54.8
2019,1,3,8,56.6
2019,1,3,9,111.4
2019,1,3,10,528.2
2019,1,3,11,-868.2
2019,1,3,12,-717.8
2019,1,3,13,1195.8
2019,1,3,14,140.4
2019,1,3,15,61.6
2019,1,3,16,163.4
2019,1,3,17,163.2
2019,1,3,18,276.1
2019,1,3,19,163.1
2019,1,3,20,54.8
2019,1,3,21,162.9
2019,1,3,22,30.8
2019,1,3,23,16.0
2019,1,4,0,54.2
2019,1,4,1,16.0
2019,1,4,2,16.0
2019,1,4,3,16.0
2019,1,4,4,54.2
2019,1,4,5,54.1
2019,1,4,6,16.0
2019,1,4,7,56.8
2019,1,4,8,
2019,1,4,9,
2019,1,4,10,
2019,1,4,11,
2019,1,4,12,
2019,1,4,13,
2019,1,4,14,
2019,1,4,15,65.1
2019,1,4,16,14.7
2019,1,4,17,161.8
2019,1,4,18,273.1
2019,1,4,19,161.6
2019,1,4,20,273.4
2019,1,4,21,273.8
2019,1,4,22,273.9
2019,1,4,23,54.0
2019,1,5,0,54.1
2019,1,5,1,274.1
2019,1,5,2,162.1
2019,1,5,3,54.3
2019,1,5,4,162.2
2019,1,5,5,274.9
2019,1,5,6,162.5
2019,1,5,7,275.5
2019,1,5,8,281.2
2019,1,5,9,880.8
2019,1,5,10,3376.7
2019,1,5,11,-6647.6
2019,1,5,12,-3194.9
2019,1,5,13,5521.0
2019,1,5,14,791.5
2019,1,5,15,177.2
2019,1,5,16,163.5
2019,1,5,17,54.9
2019,1,5,18,276.1
2019,1,5,19,276.3
2019,1,5,20,163.5
2019,1,5,21,412.4
2019,1,5,22,276.2
2019,1,5,23,276.3
2019,1,6,0,412.7
2019,1,6,1,412.9
2019,1,6,2,163.8
2019,1,6,3,163.9
2019,1,6,4,163.8
2019,1,6,5,163.7
2019,1,6,6,277.0
2019,1,6,7,413.7
2019,1,6,8,423.1
2019,1,6,9,457.9
2019,1,6,10,-955.0
2019,1,6,11,-4435.7
2019,1,6,12,-5562.6
2019,1,6,13,-8888.0
2019,1,6,14,397.2
2019,1,6,15,66.3
2019,1,6,16,57.0
2019,1,6,17,56.7
2019,1,6,18,131.6
2019,1,6,19,280.4
2019,1,6,20,280.2
2019,1,6,21,56.4
2019,1,6,22,18.9
2019,1,6,23,130.2
2019,1,7,0,165.2
2019,1,7,1,165.6
2019,1,7,2,165.6
2019,1,7,3,279.6
2019,1,7,4,579.1
2019,1,7,5,417.8
2019,1,7,6,764.8
2019,1,7,7,765.4
2019,1,7,8,1235.5
2019,1,7,9,2495.8
2019,1,7,10,8888.0
2019,1,7,11,-5018.6
2019,1,7,12,-8888.0
2019,1,7,13,-8888.0
2019,1,7,14,6306.3
2019,1,7,15,3356.7
2019,1,7,16,3353.7
2019,1,7,17,4061.2
2019,1,7,18,1718.5
2019,1,7,19,3351.7
2019,1,7,20,1717.1
2019,1,7,21,925.6
2019,1,7,22,553.8
2019,1,7,23,1319.6
2019,1,8,0,
2019,1,8,1,
2019,1,8,2,
2019,1,8,3,
2019,1,8,4,1716.1
2019,1,8,5,1512.9
2019,1,8,6,1716.1
2019,1,8,7,
2019,1,8,8,
2019,1,8,9,
2019,1,8,10,
2019,1,8,11,
2019,1,8,12,
2019,1,8,13,
2019,1,8,14,
2019,1,8,15,
2019,1,8,16,185.0
2019,1,8,17,279.2
2019,1,8,18,183.9
2019,1,8,19,183.6
2019,1,8,20,
2019,1,8,21,
2019,1,8,22,
2019,1,8,23,
2019,1,9,0,
2019,1,9,1,
2019,1,9,2,126.0
2019,1,9,3,448.1
2019,1,9,4,448.1
2019,1,9,5,231.7
2019,1,9,6,304.9
2019,1,9,7,287.5
2019,1,9,8,448.4
2019,1,9,9,1363.5
2019,1,9,10,-5352.9
2019,1,9,11,-1194.9
2019,1,9,12,-1601.8
2019,1,9,13,-1598.6
2019,1,9,14,8888.0
2019,1,9,15,412.2
2019,1,9,16,448.4
2019,1,9,17,232.6
2019,1,9,18,279.7
2019,1,9,19,191.9
2019,1,9,20,201.1
2019,1,9,21,231.7
2019,1,9,22,337.0
2019,1,9,23,119.5
2019,1,10,0,61.5
2019,1,10,1,18.1
2019,1,10,2,18.7
2019,1,10,3,53.2
2019,1,10,4,18.1
2019,1,10,5,126.5
2019,1,10,6,53.3
2019,1,10,7,53.4
2019,1,10,8,56.2
2019,1,10,9,799.5
2019,1,10,10,3288.1
2019,1,10,11,-2944.3
2019,1,10,12,-491.1
2019,1,10,13,-1179.5
2019,1,10,14,8888.0
2019,1,10,15,279.8
2019,1,10,16,290.7
2019,1,10,17,223.7
2019,1,10,18,163.1
2019,1,10,19,163.4
2019,1,10,20,224.9
2019,1,10,21,129.6
2019,1,10,22,164.2
2019,1,10,23,416.0
2019,1,11,0,164.9
2019,1,11,1,226.2
2019,1,11,2,164.9
2019,1,11,3,293.2
2019,1,11,4,79.3
2019,1,11,5,130.3
2019,1,11,6,32.2
2019,1,11,7,130.1
2019,1,11,8,58.9
2019,1,11,9,110.7
2019,1,11,10,3804.9
2019,1,11,11,-1083.6
2019,1,11,12,-456.1
2019,1,11,13,-5227.7
2019,1,11,14,8888.0
2019,1,11,15,151.2
2019,1,11,16,226.7
2019,1,11,17,130.4
2019,1,11,18,278.6
2019,1,11,19,226.5
2019,1,11,20,227.1
2019,1,11,21,761.6
2019,1,11,22,576.7
2019,1,11,23,576.5
2019,1,12,0,278.5
2019,1,12,1,577.1
2019,1,12,2,762.5
2019,1,12,3,634.3
2019,1,12,4,763.4
2019,1,12,5,972.4
2019,1,12,6,974.2
2019,1,12,7,1008.9
2019,1,12,8,1570.0
2019,1,12,9,8888.0
2019,1,12,10,-6030.7
2019,1,12,11,-2728.4
2019,1,12,12,-3007.3
2019,1,12,13,-8888.0
2019,1,12,14,5965.9
2019,1,12,15,1737.9
2019,1,12,16,1213.0
2019,1,12,17,1524.6
2019,1,12,18,1309.2
2019,1,12,19,1703.5
2019,1,12,20,1703.2
2019,1,12,21,1702.5
2019,1,12,22,1702.1
2019,1,12,23,1015.7
2019,1,13,0,1307.1
2019,1,13,1,1700.2
2019,1,13,2,1822.4
2019,1,13,3,1014.2
2019,1,13,4,1697.6
2019,1,13,5,2694.1
2019,1,13,6,1695.9
2019,1,13,7,2693.6
2019,1,13,8,1876.4
2019,1,13,9,3868.2
2019,1,13,10,-8888.0
2019,1,13,11,-8888.0
2019,1,13,12,-4705.8
2019,1,13,13,-8888.0
2019,1,13,14,-8888.0
2019,1,13,15,3996.8
2019,1,13,16,3995.6
2019,1,13,17,1297.8
2019,1,13,18,1689.9
2019,1,13,19,4000.0
2019,1,13,20,1693.1
2019,1,13,21,482.4
2019,1,13,22,638.4
2019,1,13,23,1695.5
2019,1,14,0,2694.1
2019,1,14,1,1303.8
2019,1,14,2,1304.3
2019,1,14,3,550.0
2019,1,14,4,1305.9
2019,1,14,5,1701.1
2019,1,14,6,703.0
2019,1,14,7,633.6
2019,1,14,8,432.6
2019,1,14,9,-8888.0
2019,1,14,10,-3080.1
2019,1,14,11,-3101.9
2019,1,14,12,-2149.2
2019,1,14,13,-2106.9
2019,1,14,14,-8888.0
2019,1,14,15,653.8
2019,1,14,16,417.8
2019,1,14,17,279.5
2019,1,14,18,416.9
2019,1,14,19,577.4
2019,1,14,20,225.9
2019,1,14,21,445.2
2019,1,14,22,192.6
2019,1,14,23,277.2
2019,1,15,0,
2019,1,15,1,
2019,1,15,2,
2019,1,15,3,125.6
2019,1,15,4,68.9
2019,1,15,5,148.6
2019,1,15,6,163.5
2019,1,15,7,572.9
2019,1,15,8,1003.6
2019,1,15,9,2740.8
2019,1,15,10,-8888.0
2019,1,15,11,-6761.9
2019,1,15,12,-5160.9
2019,1,15,13,-8653.2
2019,1,15,14,-8888.0
2019,1,15,15,1129.7
2019,1,15,16,637.7
2019,1,15,17,1010.8
2019,1,15,18,2160.0
2019,1,15,19,1525.1
2019,1,15,20,1522.4
2019,1,15,21,1521.3
2019,1,15,22,2155.6
2019,1,15,23,1300.5
2019,1,16,0,1520.7
2019,1,16,1,1298.1
2019,1,16,2,2148.1
2019,1,16,3,2679.4
2019,1,16,4,1294.5
2019,1,16,5,2142.4
2019,1,16,6,1682.6
2019,1,16,7,1681.4
2019,1,16,8,2138.5
2019,1,16,9,8888.0
2019,1,16,10,-8888.0
2019,1,16,11,-8888.0
2019,1,16,12,-6072.8
2019,1,16,13,-2343.9
2019,1,16,14,-8888.0
2019,1,16,15,1053.0
2019,1,16,16,444.7
2019,1,16,17,129.6
2019,1,16,18,473.5
2019,1,16,19,1193.0
2019,1,16,20,694.2
2019,1,16,21,435.1
2019,1,16,22,182.6
2019,1,16,23,105.5
2019,1,17,0,78.0
2019,1,17,1,128.4
2019,1,17,2,338.4
2019,1,17,3,542.2
2019,1,17,4,798.5
2019,1,17,5,645.4
2019,1,17,6,304.5
2019,1,17,7,906.8
2019,1,17,8,674.2
2019,1,17,9,
2019,1,17,10,
2019,1,17,11,
2019,1,17,12,
2019,1,17,13,
2019,1,17,14,
2019,1,17,15,
2019,1,17,16,
2019,1,17,17,
2019,1,17,18,
2019,1,17,19,302.0
2019,1,17,20,334.6
2019,1,17,21,53.2
2019,1,17,22,15.9
2019,1,17,23,159.9
2019,1,18,0,7.9
2019,1,18,1,7.3
2019,1,18,2,15.9
2019,1,18,3,52.1
2019,1,18,4,52.3
2019,1,18,5,52.3
2019,1,18,6,17.6
2019,1,18,7,126.2
2019,1,18,8,366.4
2019,1,18,9,2442.3
2019,1,18,10,-8888.0
2019,1,18,11,-5959.9
2019,1,18,12,-1978.8
2019,1,18,13,-2926.3
2019,1,18,14,-8888.0
2019,1,18,15,1048.0
2019,1,18,16,1301.2
2019,1,18,17,2688.9
2019,1,18,18,991.7
2019,1,18,19,795.2
2019,1,18,20,440.1
2019,1,18,21,650.5
2019,1,18,22,688.3
2019,1,18,23,621.3
2019,1,19,0,303.5
2019,1,19,1,649.4
2019,1,19,2,796.4
2019,1,19,3,796.4
2019,1,19,4,989.9
2019,1,19,5,1295.0
2019,1,19,6,989.9
2019,1,19,7,691.8
2019,1,19,8,1295.2
2019,1,19,9,8888.0
2019,1,19,10,-8888.0
2019,1,19,11,-8888.0
2019,1,19,12,-8888.0
2019,1,19,13,-8888.0
2019,1,19,14,2888.6
2019,1,19,15,931.1
2019,1,19,16,962.3
2019,1,19,17,1191.3
2019,1,19,18,754.2
2019,1,19,19,753.0
2019,1,19,20,570.3
2019,1,19,21,410.4
2019,1,19,22,18.7
2019,1,19,23,77.1
2019,1,20,0,125.1
2019,1,20,1,56.2
2019,1,20,2,11.3
2019,1,20,3,11.3
2019,1,20,4,55.5
2019,1,20,5,28.6
2019,1,20,6,16.0
2019,1,20,7,16.0
2019,1,20,8,60.1
2019,1,20,9,-373.9
2019,1,20,10,
2019,1,20,11,
2019,1,20,12,
2019,1,20,13,
2019,1,20,14,
2019,1,20,15,
2019,1,20,16,
2019,1,20,17,
2019,1,20,18,
2019,1,20,19,
2019,1,20,20,16.9
2019,1,20,21,16.9
2019,1,20,22,14.6
2019,1,20,23,5.6
2019,1,21,0,11.2
2019,1,21,1,5.6
2019,1,21,2,6.8
2019,1,21,3,7.3
2019,1,21,4,7.9
2019,1,21,5,125.0
2019,1,21,6,18.0
2019,1,21,7,15.9
2019,1,21,8,16.4
2019,1,21,9,366.9
2019,1,21,10,-6999.6
2019,1,21,11,-300.2
2019,1,21,12,-260.8
2019,1,21,13,-766.1
2019,1,21,14,-7009.2
2019,1,21,15,2259.2
2019,1,21,16,1190.8
2019,1,21,17,472.0
2019,1,21,18,471.2
2019,1,21,19,624.4
2019,1,21,20,993.6
2019,1,21,21,911.1
2019,1,21,22,1296.6
2019,1,21,23,1684.9
2019,1,22,0,1291.8
2019,1,22,1,1506.3
2019,1,22,2,1288.5
2019,1,22,3,800.9
2019,1,22,4,623.7
2019,1,22,5,435.4
2019,1,22,6,184.6
2019,1,22,7,270.5
2019,1,22,8,299.3
2019,1,22,9,
2019,1,22,10,
2019,1,22,11,
2019,1,22,12,
2019,1,22,13,-729.4
2019,1,22,14,-8579.8
2019,1,22,15,
2019,1,22,16,6.8
2019,1,22,17,7.3
2019,1,22,18,
2019,1,22,19,104.0
2019,1,22,20,20.5
2019,1,22,21,61.2
2019,1,22,22,118.0
2019,1,22,23,
2019,1,23,0,
2019,1,23,1,271.2
2019,1,23,2,52.9
2019,1,23,3,271.4
2019,1,23,4,160.1
2019,1,23,5,743.2
2019,1,23,6,126.5
2019,1,23,7,220.8
2019,1,23,8,152.8
2019,1,23,9,622.7
2019,1,23,10,-1451.8
2019,1,23,11,-3339.2
2019,1,23,12,-566.3
2019,1,23,13,-720.1
2019,1,23,14,-995.5
2019,1,23,15,132.6
2019,1,23,16,53.4
2019,1,23,17,61.1
2019,1,23,18,18.1
2019,1,23,19,16.9
2019,1,23,20,14.6
2019,1,23,21,15.9
2019,1,23,22,7.9
2019,1,23,23,158.2
2019,1,24,0,52.2
2019,1,24,1,11.7
2019,1,24,2,6.2
2019,1,24,3,7.9
2019,1,24,4,7.3
2019,1,24,5,14.5
2019,1,24,6,7.3
2019,1,24,7,7.9
2019,1,24,8,49.4
2019,1,24,9,-1706.0
2019,1,24,10,-130.3
2019,1,24,11,-36.5
2019,1,24,12,-105.2
2019,1,24,13,-214.3
2019,1,24,14,-223.1
2019,1,24,15,534.5
2019,1,24,16,14.7
2019,1,24,17,30.6
2019,1,24,18,8.0
2019,1,24,19,8.0
2019,1,24,20,54.9
2019,1,24,21,16.1
2019,1,24,22,275.0
2019,1,24,23,
2019,1,25,0,8.0
2019,1,25,1,30.5
2019,1,25,2,30.4
2019,1,25,3,20.6
2019,1,25,4,337.1
2019,1,25,5,337.1
2019,1,25,6,410.9
2019,1,25,7,275.9
2019,1,25,8,306.6
2019,1,25,9,-8888.0
2019,1,25,10,-1815.7
2019,1,25,11,-574.0
2019,1,25,12,-1095.1
2019,1,25,13,-1295.8
2019,1,25,14,-7642.6
2019,1,25,15,1813.3
2019,1,25,16,982.9
2019,1,25,17,651.4
2019,1,25,18,
2019,1,25,19,
2019,1,25,20,
2019,1,25,21,
2019,1,25,22,
2019,1,25,23,
2019,1,26,0,331.7
2019,1,26,1,699.2
2019,1,26,2,477.0
2019,1,26,3,1005.6
2019,1,26,4,1005.9
2019,1,26,5,1005.2
2019,1,26,6,1005.9
2019,1,26,7,2142.9
2019,1,26,8,1341.2
2019,1,26,9,-8888.0
2019,1,26,10,-4311.4
2019,1,26,11,-3039.2
2019,1,26,12,-4607.8
2019,1,26,13,-4522.9
2019,1,26,14,-8888.0
2019,1,26,15,6850.1
2019,1,26,16,3929.9
2019,1,26,17,3921.5
2019,1,26,18,5742.2
2019,1,26,19,1652.3
2019,1,26,20,3222.3
2019,1,26,21,2097.6
2019,1,26,22,2615.9
2019,1,26,23,2093.0
2019,1,27,0,2091.9
2019,1,27,1,1261.5
2019,1,27,2,700.6
2019,1,27,3,884.0
2019,1,27,4,341.3
2019,1,27,5,1645.0
2019,1,27,6,1649.7
2019,1,27,7,3228.0
2019,1,27,8,2155.1
2019,1,27,9,-8888.0
2019,1,27,10,-6061.6
2019,1,27,11,-8888.0
2019,1,27,12,-6980.3
2019,1,27,13,-4691.9
2019,1,27,14,-8888.0
2019,1,27,15,8888.0
2019,1,27,16,8888.0
2019,1,27,17,5773.3
2019,1,27,18,3938.4
2019,1,27,19,2645.8
2019,1,27,20,
2019,1,27,21,
2019,1,27,22,
2019,1,27,23,
2019,1,28,0,
2019,1,28,1,
2019,1,28,2,
2019,1,28,3,
2019,1,28,4,
2019,1,28,5,
2019,1,28,6,
2019,1,28,7,
2019,1,28,8,
2019,1,28,9,
2019,1,28,10,
2019,1,28,11,
2019,1,28,12,
2019,1,28,13,
2019,1,28,14,-6153.2
2019,1,28,15,
2019,1,28,16,
2019,1,28,17,
2019,1,28,18,
2019,1,28,19,
2019,1,28,20,
2019,1,28,21,
2019,1,28,22,
2019,1,28,23,
2019,1,29,0,
2019,1,29,1,18.6
2019,1,29,2,125.1
2019,1,29,3,52.3
2019,1,29,4,159.0
2019,1,29,5,14.6
2019,1,29,6,406.2
2019,1,29,7,221.2
2019,1,29,8,69.0
2019,1,29,9,576.3
2019,1,29,10,-1898.9
2019,1,29,11,-166.3
2019,1,29,12,-2051.6
2019,1,29,13,-591.1
2019,1,29,14,-2484.6
2019,1,29,15,5532.8
2019,1,29,16,476.3
2019,1,29,17,411.6
2019,1,29,18,1273.3
2019,1,29,19,220.5
2019,1,29,20,402.0
2019,1,29,21,286.5
2019,1,29,22,212.3
2019,1,29,23,334.6
2019,1,30,0,407.0
2019,1,30,1,406.5
2019,1,30,2,743.5
2019,1,30,3,284.4
2019,1,30,4,
2019,1,30,5,
2019,1,30,6,
2019,1,30,7,
2019,1,30,8,
2019,1,30,9,
2019,1,30,10,
2019,1,30,11,
2019,1,30,12,-244.3
2019,1,30,13,-611.1
2019,1,30,14,-472.8
2019,1,30,15,1974.7
2019,1,30,16,191.6
2019,1,30,17,17.3
2019,1,30,18,
2019,1,30,19,
2019,1,30,20,
2019,1,30,21,
2019,1,30,22,
2019,1,30,23,
2019,1,31,0,
2019,1,31,1,
2019,1,31,2,
2019,1,31,3,
2019,1,31,4,11.6
2019,1,31,5,
2019,1,31,6,
2019,1,31,7,
2019,1,31,8,
2019,1,31,9,-339.2
2019,1,31,10,-324.6
2019,1,31,11,-505.5
2019,1,31,12,-2573.9
2019,1,31,13,-2688.7
2019,1,31,14,-8888.0
2019,1,31,15,3417.2
2019,1,31,16,3216.6
2019,1,31,17,3215.6
2019,1,31,18,1177.9
2019,1,31,19,2093.0
2019,1,31,20,2612.3
2019,1,31,21,683.2
2019,1,31,22,788.8
2019,1,31,23,684.0
2019,2,1,0,979.8
2019,2,1,1,1641.0
2019,2,1,2,1260.0
2019,2,1,3,1259.5
2019,2,1,4,979.4
2019,2,1,5,1259.9
2019,2,1,6,1260.4
2019,2,1,7,1261.8
2019,2,1,8,1375.4
2019,2,1,9,4656.8
2019,2,1,10,-8888.0
2019,2,1,11,-8240.9
2019,2,1,12,-5341.7
2019,2,1,13,-2619.9
2019,2,1,14,-6104.4
2019,2,1,15,8090.1
2019,2,1,16,239.6
2019,2,1,17,437.1
2019,2,1,18,403.3
2019,2,1,19,335.5
2019,2,1,20,621.0
2019,2,1,21,536.5
2019,2,1,22,619.8
2019,2,1,23,431.8
2019,2,2,0,437.1
2019,2,2,1,432.5
2019,2,2,2,211.7
2019,2,2,3,618.6
2019,2,2,4,791.8
2019,2,2,5,950.0
2019,2,2,6,284.7
2019,2,2,7,189.6
2019,2,2,8,524.7
2019,2,2,9,-3693.5
2019,2,2,10,-1012.9
2019,2,2,11,-669.4
2019,2,2,12,-1261.4
2019,2,2,13,-806.7
2019,2,2,14,-1669.2
2019,2,2,15,-8888.0
2019,2,2,16,490.0
2019,2,2,17,409.9
2019,2,2,18,336.3
2019,2,2,19,409.0
2019,2,2,20,567.4
2019,2,2,21,566.3
2019,2,2,22,187.7
2019,2,2,23,118.5
2019,2,3,0,
2019,2,3,1,
2019,2,3,2,
2019,2,3,3,
2019,2,3,4,
2019,2,3,5,
2019,2,3,6,
2019,2,3,7,
2019,2,3,8,
2019,2,3,9,
2019,2,3,10,
2019,2,3,11,
2019,2,3,12,
2019,2,3,13,
2019,2,3,14,
2019,2,3,15,
2019,2,3,16,277.6
2019,2,3,17,626.6
2019,2,3,18,471.4
2019,2,3,19,542.2
2019,2,3,20,801.5
2019,2,3,21,1784.2
2019,2,3,22,331.5
2019,2,3,23,804.0
2019,2,4,0,656.8
2019,2,4,1,1001.8
2019,2,4,2,2167.3
2019,2,4,3,2165.1
2019,2,4,4,3318.4
2019,2,4,5,2162.2
2019,2,4,6,2697.1
2019,2,4,7,1304.4
2019,2,4,8,4012.9
2019,2,4,9,-8888.0
2019,2,4,10,-8888.0
2019,2,4,11,-6749.9
2019,2,4,12,-4453.4
2019,2,4,13,-3528.1
2019,2,4,14,-1592.2
2019,2,4,15,-8888.0
2019,2,4,16,370.8
2019,2,4,17,228.6
2019,2,4,18,33.6
2019,2,4,19,115.8
2019,2,4,20,195.1
2019,2,4,21,11.9
2019,2,4,22,31.9
2019,2,4,23,55.0
2019,2,5,0,
2019,2,5,1,16.1
2019,2,5,2,55.4
2019,2,5,3,8.0
2019,2,5,4,16.1
2019,2,5,5,130.0
2019,2,5,6,278.6
2019,2,5,7,416.2
2019,2,5,8,754.6
2019,2,5,9,8888.0
2019,2,5,10,-1762.3
2019,2,5,11,-3449.6
2019,2,5,12,-7823.9
2019,2,5,13,-8888.0
